ahlan.	hello
m9ll9.	unhappy.
jiini.	genetic.
maDarorich.	unnecessary.
mo2ttir.	influential.
ghir.	just.
hir.	just.
8ir.	just.
just.	just.
ji3an.	hungry.
mokttaf.	intensive.
stiwa2i.	tropical.
mowazi.	parallel.
mwazi.	parallel.
mabaynch.	subtle.
2aamin.	secure.
aamin.	secure.
lt7tani.	bottom.
ra2i3.	marvelous.
ftitaa7i.	preliminary.
iftitat7i.	preliminary.
joz2i.	partial.
a9all.	lesser.
mosa3id.	assistant.
3amoudi.	vertical.
3amodi.	vertical.
tdriiji.	progressive.
tdriji.	progressive.
9aarri.	continental.
kay3yyef.	nasty.
kay3yyf.	nasty.
raa9i.	elegant.
mlmous.	concrete.
melmous.	concrete.
mlmos.	concrete.
mo299at.	interim.
ilzami.	compulsory.
ilzaami.	compulsory.
mozmin.	chronic.
kaytkhlleS.	payable.
mn8aji.	systematic.
mnhaji.	systematic.
man8aji.	systematic.
mawDou3i.	objective.
moDo3i.	objective.
mowDo3i.	objective.
momyyiz.	characteristic.
fazg.	damp.
7ssas.	delicate.
momill.	dull.
si7ri.	magic.
mnirvi.	upset.
awwal.	premier.
kayD77ek.	fun.
ra2i3.	splendid.
khddam.	operational.
stichaari.	advisory.
stichari.	advisory.
bida2i.	primitive.
bidaa2i.	primitive.
idioloji.	ideological.
idyoloji.	ideological.
tiknoloji.	technological.
ani9.	neat.
mo3akis.	contrary.
mlas9.	adjacent.
3odwani.	hostile.
mitli.	gay.
2aamn.	peaceful.
kaykhle3.	horrible.
joghrafi.	geographical.
dinamiki.	dynamic.
mota7rrik.	dynamic.
momtaz.	super.
ghayr mobachir.	indirect.
tamiin.	precious.
tamin.	precious.
ghali.	precious.
ghaali.	precious.
ml7ouD.	notable.
mo7ddad.	definite.
mo2sif.	unfortunate.
fnni.	artistic.
fenni.	artistic.
fanni.	artistic.
mighnaTisi.	magnetic.
mighnaaTisi.	magnetic.
makayt9adach.	endless.
charis.	fierce.
khfif.	mild.
mj88d.	loud.
mje88ed.	loud.
Tamou7.	ambitious.
bl8Dra.	verbal.
naDj.	mature.
naaDj.	mature.
chr3i.	legitimate.
char3i.	legitimate.
cher3i.	legitimate.
m3rouf.	well-known.
m3rof.	well-known.
mo7rij.	awkward.
raDi.	content.
tjribi.	empirical.
S3ib.	harsh.
9as7.	harsh.
mt3aaTf.	sympathetic.
mt3aTef.	sympathetic.
sti3mari.	colonial.
khbit.	evil.
chirrir.	evil.
b7ri.	naval.
be7ri.	naval.
mlaa2em.	favorable.
mla2m.	favorable.
wsT.	mid.
wesT.	mid.
wasT.	mid.
ghayb.	absent.
was3.	vague.
waas3.	vague.
3ir9i.	racial.
tmtiili.	representative.
tmtili.	representative.
temtiili.	representative.
ba8t.	faint.
7ayawi.	lively.
saa7ili.	coastal.
sa7ili.	coastal.
mt7mmes.	enthusiastic.
met7emmes.	enthusiastic.
met7ammes.	enthusiastic.
met7ammas.	enthusiastic.
feminist.	feminist.
Solb.	rigid.
3ami9.	profound.
8aa2il.	immense.
nisbi.	comparative.
gharib.	peculiar.
mofid.	beneficial.
motan99il.	mobile.
montij.	productive.
sT7i.	shallow.
7ariiS.	eager.
7ariS.	eager.
remzi.	symbolic.
ramzi.	symbolic.
m3tadl.	moderate.
9aatil.	fatal.
mjmou3.	compact.
morbi7.	profitable.
monafis.	rival.
jozay2i.	molecular.
idaari.	managerial.
ddakhili.	interior.
khTTi.	linear.
makafich.	insufficient.
mo288al.	eligible.
m3nfj.	uncomfortable.
mamori7ch.	uncomfortable.
mokhliS.	loyal.
morta9ab.	prospective.
tlwalidin.	parental.
maali.	fiscal.
tlflous.	fiscal.
khawi.	blank.
9aasi.	cruel.
w7chi.	cruel.
we7chi.	cruel.
mtnww3.	diverse.
mtnowwe3.	diverse.
nabil.	noble.
motaghyyir.	variable.
mt2aSSel.	inherent.
mt2SSal.	inherent.
kham.	crude.
mchbou8.	suspicious.
mchbo8.	suspicious.
nti9a2i.	selective.
nti9aa2i.	selective.
mfSSl.	elaborate.
mtwsseT.	intermediate.
mtwesseT.	intermediate.
ghaamiD.	mysterious.
ghamiD.	mysterious.
flsafi.	philosophical.
falsafi.	philosophical.
felsafi.	philosophical.
mt3mmed.	deliberate.
7anoun.	tender.
m7DouD.	fortunate.
m7DoD.	fortunate.
m7mi.	protective.
mo9ddas.	sacred.
sa2il.	liquid.
saa2il.	liquid.
chmsi.	solar.
chmsy.	solar.
chemsi.	solar.
mamofri7ch.	unpleasant.
ryaDyati.	mathematical.
ryaDyaati.	mathematical.
difaa3i.	defensive.
difa3i.	defensive.
mi3maari.	architectural.
mi3mari.	architectural.
ghayr monaasib.	inappropriate.
ghayr monasib.	inappropriate.
yadawi.	manual.
da2iri.	circular.
daa2iri.	circular.
moSirr.	persistent.
motaabir.	persistent.
ilaahi.	divine.
ilaa8i.	divine.
ilahi.	divine.
makaani.	spatial.
mam9bolch.	unacceptable.
mam9boulch.	unacceptable.
msmoum.	toxic.
mo288al.	competent.
mtkaml.	integral.
mtkaaml.	integral.
mam9yousch.	intact.
mam9yosch.	intact.
mkhtar.	select.
m3awd.	redundant.
zayd.	redundant.
za3m.	bold.
za3em.	bold.
8aawi.	amateur.
8awi.	amateur.
gddami.	forward.
gddaami.	forward.
9ddami.	forward.
9ddaami.	forward.
mabaynch.	invisible.
mabayench.	invisible.
mabayanch.	invisible.
idraaki.	cognitive.
idraki.	cognitive.
m2sawi.	tragic.
m2saawi.	tragic.
mofji3.	tragic.
mofji3.	tragic.
tnDimi.	regulatory.
tanDiimi.	regulatory.
tenDiimi.	regulatory.
tnDiimi.	regulatory.
7aasim.	decisive.
7asim.	decisive.
i9limi.	territorial.
mnTa9i.	territorial.
fay9.	awake.
faye9.	awake.
faya9.	awake.
daakhili.	inland.
mo7tamal.	probable.
3ksi.	adverse.
3eksi.	adverse.
mo7taram.	respectable.
sakn.	resident.
saakn.	resident.
mo9iim.	resident.
mo9im.	resident.
madani.	civilian.
ortodoxi.	orthodox.
mt3SSeb.	orthodox.
tabt.	static.
taabt.	static.
wagf.	static.
mtwaf9.	compatible.
mtwaaf9.	compatible.
sababi.	causal.
Dimni.	implicit.
mamfrouchch.	implicit.
9diim.	old-fashioned.
jamaali.	aesthetic.
jamali.	aesthetic.
mbogs.	aesthetic.
mjmo3.	aggregate.
mjmou3.	aggregate.
r9i9.	slim.
Twil.	lengthy.
mozdawij.	dual.
machi mawDoo3i.	subjective.
machi mawDo3i.	subjective.
ra2i3.	fantastic.
mafrasoch.	unaware.
mawa3ich.	unconscious.
akhla9i.	ethical.
akhlaa9i.	ethical.
mstili.	fashionable.
mstyli.	fashionable.
mjhoul.	anonymous.
mj8oul.	anonymous.
mj8ol.	anonymous.
fchkel.	exotic.
gharib.	exotic.
moraa8i9.	teenage.
mora8i9.	teenage.
morahi9.	teenage.
ghali.	costly.
kaariti.	disastrous.
kariti.	disastrous.
msta9ll.	autonomous.
msta9ell.	autonomous.
automatic.	autonomous.
otomatik.	autonomous.
radd lbal.	cautious.
dyal ddarra.	atomic.
sirri.	confidential.
7m9.	foolish.
7me9.	foolish.
mlwwen.	colorful.
mlwwn.	colorful.
bnin.	delicious.
3ami9.	thorough.
moghram.	fond.
jdid.	novel.
mntaDm.	uniform.
mntaDem.	uniform.
mtnas9.	coherent.
mtnase9.	coherent.
majiid.	glorious.
majid.	glorious.
nfsi.	psychiatric.
nefsi.	psychiatric.
mo3jami.	lexical.
tTawwori.	evolutionary.
kayrbbi.	disciplinary.
t2dibi.	disciplinary.
3tibaaTyan.	arbitrary.
kayfrre7.	delightful.
kayfrr7.	delightful.
kayfarra7.	delightful.
mtchrred.	homeless.
chmkar.	homeless.
gharib.	weird.
ghariib.	weird.
fa2iD.	excess.
zyada.	excess.
7amimi.	intimate.
7amiimi.	intimate.
8a2il.	formidable.
tdriji.	gradual.
tdriiji.	gradual.
tedriiji.	gradual.
flkharj.	outdoor.
mi8ani.	vocational.
tlkhdma.	vocational.
3aalami.	worldwide.
3alami.	worldwide.
7chman.	ashamed.
tnDimi.	organizational.
khbit.	wicked.
takhayyoli.	imaginative.
3ajib.	bizarre.
3ajiib.	bizarre.
ni8a2i.	eventual.
ni8aa2i.	eventual.
mrtajl.	spontaneous.
makaytSnne3ch.	spontaneous.
wizari.	ministerial.
wizaari.	ministerial.
mobtakar.	innovative.
mafaa8iimi.	conceptual.
madani.	civic.
7eyy.	vivid.
tnna7w.	grammatical.
mokhliS.	faithful.
mtwsseT.	medium.
mtwesseT.	medium.
motawssiT.	medium.
tkmili.	supplementary.
tkmiili.	supplementary.
jyoloji.	geological.
jyolouji.	geological.
bnnaa2.	constructive.
bnna2.	constructive.
kaybni.	constructive.
ghayr mnTi9i.	unreasonable.
ghayr manTi9i.	unreasonable.
Darori.	mandatory.
Darouri.	mandatory.
mchmmech.	sunny.
ta3aawoni.	co-operative.
solouki.	behavioral.
soloki.	behavioral.
mabaghich.	unwilling.
S7i7.	vigorous.
khtiyari.	optional.
khtiari.	optional.
aSli.	indigenous.
manaje7ch.	unsuccessful.
mam2ddebch.	rude.
mam2eddebch.	rude.
mamrbbich.	rude.
mamrebbich.	rude.
borjwazi.	bourgeois.
bourjwazi.	bourgeois.
3ilmani.	secular.
momti3.	enjoyable.
mo299at.	provisional.
mow99at.	provisional.
mosaa8im.	instrumental.
mosa8im.	instrumental.
mosaahim.	instrumental.
akhir.	terminal.
akhiir.	terminal.
ni8aa2i.	terminal.
ni8a2i.	terminal.
niha2i.	terminal.
3amali.	handy.
mokttaf.	dense.
fotoghrafi.	photographic.
tlbaladia.	municipal.
mt7mmes.	passionate.
mt7mms.	passionate.
mt7emmes.	passionate.
m7doud.	restrictive.
wa7id.	lone.
daakhili.	indoor.
mtwetter.	tense.
mtwtter.	tense.
mtwttr.	tense.
blcontra.	contractual.
ta3aa9odi.	contractual.
ftiraDi.	virtual.
ftiraaDi.	virtual.
khaTir.	grave.
atari.	archaeological.
bayn.	trivial.
kay8ezz.	portable.
tafaa3oli.	interactive.
tafa3oli.	interactive.
w7chi.	vicious.
we7chi.	vicious.
chkli.	nominal.
chekli.	nominal.
makattnsach.	memorable.
ka2ib.	bleak.
t7tani.	inferior.
tlmSaren.	intestinal.
mokmmil.	complementary.
mo8oub.	talented.
mohoub.	talented.
mow8ob.	talented.
mow8oub.	talented.
abadi.	eternal.
jasadi.	bodily.
si7ri.	magical.
mf8oum.	understandable.
mfhoum.	understandable.
mfhom.	understandable.
mf8om.	understandable.
bayn.	noticeable.
mawaD7ch.	ambiguous.
aSli.	authentic.
momkina.	feasible.
magaddch.	incapable.
ma9aderch.	incapable.
ma9adrch.	incapable.
komik.	comic.
moD7ik.	comic.
komidi.	comic.
sti3mari.	colonial.
sti3maai.	colonial.
mn3azl.	solitary.
3abati.	vain.
moDirr.	harmful.
ghamD.	obscure.
khawi.	vacant.
chyaTa.	surplus.
kaytlSS9.	sticky.
kaytlSSe9.	sticky.
khfif.	swift.
sri3.	swift.
moSghghara.	miniature.
bzzaf.	ample.
machi Tabi3i.	abnormal.
3orfi.	customary.
kayDerr.	sore.
kaydrr.	sore.
mochi33.	radioactive.
kay9tel.	deadly.
kay9tl.	deadly.
kay9tal.	deadly.
m9boul.	plausible.
m9bol.	plausible.
9aabil.	prone.
jtima3i.	sociological.
jtimaa3i.	sociological.
magaddch.	helpless.
radd lbal.	wary.
mam3rofch.	unfamiliar.
jira7i.	surgical.
jiraa7i.	surgical.
mo3awin.	supportive.
mo2nnat.	feminine.
kayfrchekh.	destructive.
kayferchekh.	destructive.
kayfrchkh.	destructive.
kiwalo.	petty.
tonaa2i.	bilateral.
tona2i.	bilateral.
baghi.	would-be.
naatj.	consequent.
9wi.	potent.
wa3r.	potent.
S7i7.	potent.
fasd.	rotten.
faasd.	rotten.
m3foun.	rotten.
m3fon.	rotten.
waa9i3i.	factual.
wa9i3i.	factual.
3amali.	pragmatic.
pragmati.	pragmatic.
ghayr morDi.	unsatisfactory.
w9t joz2i.	part-time.
mi8ani.	occupational.
marin.	flexible.
mch8or.	prominent.
m3aarD.	reluctant.
m3arD.	reluctant.
mojrrad.	abstract.
laa2i9.	decent.
jjay.	forthcoming.
mn7adr.	steep.
kaytTbbe9.	applicable.
kaytTebbe9.	applicable.
kasoul.	passive.
kasol.	passive.
9bi7.	grim.
ch8eb.	blond.
ch8b.	blond.
droka.	imminent.
drok.	imminent.
D3if.	vulnerable.
mobrziT.	rowdy.
frra3.	talkative.
mozwwir.	falsifier.
mo8jjij.	rowdy.
mo3nfij.	rowdy.
msbiTr.	crazy.
m7chchech.	drugged.
mSr8eT.	scorner.
mSer8eT.	scorner.
mSer8aT.	scorner.
9walbi.	trickster.
bkkay.	crybaby.
mokhlwiD.	deceitful.
7rayfi.	skilled.
7rayfi.	adroit.
mawaD7ch.	unclear.
8aamichi.	peripheral.
hamichi.	peripheral.
motaw99a3.	predictable.
8ojoumi.	offensive.
8ojomi.	offensive.
mtna9D.	absurd.
mawsimi.	seasonal.
jbbar.	mighty.
jbbaar.	mighty.
mrowwen.	uneasy.
mrwwen.	uneasy.
baSari.	optical.
lani8a2i.	infinite.
laani8aa2i.	infinite.
mdikori.	decorative.
kammi.	quantitative.
mtnaasb.	proportional.
biro9raTi.	bureaucratic.
kayghir.	jealous.
khayali.	fancy.
mghyar.	jealous.
ldid.	delicious.
bayn.	obvious.
mftou7.	open.
meftou7.	open.
sad.	closed.
sadd.	closed.
mesdoud.	closed.
msdoud.	closed.
msdod.	closed.
m7loul.	open.
m7lol.	open.
me7loul.	open.
me7lol.	open.
ghaleT.	wrong.
ghaaleT.	wrong.
mbeddel.	different.
mbddl.	different.
S7i7.	strong.
mwellef.	used to.
mriguel.	cunning.
dayekh.	dizzy.
mdowwakh.	dizzy.
mberrer.	justified.
mbrrer.	justified.
mberrar.	justified.
mrtabT.	engaged.
mrtabeT.	engaged.
mertabeT.	engaged.
mertabT.	engaged.
mol8im.	inspiring.
molhim.	inspiring.
mchttet.	sparse.
mchettat.	sparse.
mchattet.	sparse.
mchettet.	sparse.
3aDim.	mighty.
3aDym.	mighty.
3aDiim.	mighty.
boul7ya.	beardy.
bol7ya.	beardy.
boul7ia.	beardy.
bol7ia.	beardy.
zayd.	extra.
zaid.	extra.
khari9.	miraculous.
khaari9.	miraculous.
5ari9.	miraculous.
kahriq.	miraculous.
stitna2i.	exceptional.
istitna2i.	exceptional.
stitnaa2i.	exceptional.
istitnaa2i.	exceptional.
fransawi.	french.
fransaoui.	french.
sblyoni.	spanish.
sbelioni.	spanish.
sbalioni.	spanish.
mirikani.	american.
chinwi.	chinese.
3rbi.	arab.
3arbi.	arab.
3erbi.	arab.
3arabi.	arab.
mkhbbi.	hidden.
mkhebbi.	hidden.
mkhabbi.	hidden.
mti99en.	sure.
mtye99en.	sure.
mtya99an.	sure.
mtya99en.	sure.
m3a.	with.
maa.	with.
m3aya.	with me.
maaya.	with me.
m3aha.	with her.
m3a8a.	with her.
m3ahom.	with them.
m3a8om.	with them.
m3ahoum.	with them.
m3a8oum.	with them.
m3ana.	with us.
maana.	with us.
m3ah.	with him.
m3a8.	with him.
maah.	with him.
3ndi.	I have.
3andi.	I have.
andi.	I have.
aandi.	I have.
3ndo.	he has.
3ando.	he has.
3endo.	he has.
aando.	he has.
3ndha.	she has.
3andha.	she has.
3endha.	she has.
3and8a.	she has.
3ndhom.	they have.
andhoum.	they have.
aandhom.	they have.
3andhoum.	they have.
3ndna.	we have.
aandna.	we have.
3andna.	we have.
3endna.	we have.
fia.	in me.
fyya.	in me.
fya.	in me.
fia.	I can.
fyya.	I can.
fya.	I can.
fih.	in him.
fi8.	in him.
fih.	he can.
fi8.	he can.
fiha.	in her.
fi8a.	in her.
fiha.	she can.
fi8a.	she can.
fihom.	in them.
fi8om.	in them.
fihoum.	in them.
fi8oum.	in them.
fihom.	they can.
fi8om.	they can.
fihoum.	they can.
fi8oum.	they can.
fina.	in us.
fina.	we can.
noubti.	my turn.
nobti.	my turn.
noubtek.	your turn.
noubtk.	your turn.
nobtk.	your turn.
nobtek.	your turn.
noubtna.	our turn.
nobtna.	our turn.
noubtkom.	your turn.
nobtkoum.	your turn.
noubtkoum.	your turn.
noubthom.	their turn.
nobthoum.	their turn.
nobt8om.	their turn.
noubthom.	their turn.
7daya.	beside me.
hdaya.	beside me.
7dak.	beside you.
hdak.	beside you.
7dah.	beside him.
hdah.	beside him.
7da8.	beside him.
7daha.	beside her.
hdaha.	beside her.
7da8a.	beside her.
7dana.	beside us.
hdana.	beside us.
7dahom.	beside them.
7dahoum.	beside them.
7da8om.	beside them.
hdahoum.	beside them.
hakka.	like this.
hokka.	like this.
8akka.	like this.
8okka.	like this.
Safi.	alright.
mo7al.	not sure.
mou7al.	not sure.
mohal.	not sure.
mouhal.	not sure.
rah.	in fact.
ra8.	in fact.
afin.	Hi.
afen.	Hi.
afine.	Hi.
baraka.	enough.
bllati.	wait.
blati.	wait.
bellati.	wait.
ballati.	wait.
3ibadlah.	people.
3ibad lah.	people.
3ibad allah.	people.
ibadlah.	people.
lay7fDk.	thanks.
lay7afDek.	thanks.
lay7fDek.	thanks.
lay7afDak.	thanks.
lay7fDk.	please.
lay7afDek.	please.
lay7fDek.	please.
lay7afDak.	please.
laykhllik.	please.
lah ikhellik.	please.
laykhellik.	please.
lah ikhllik.	please.
red lbal.	pay attention.
rdlbal.	pay attention.
rdd lbal.	pay attention.
redd lbal.	pay attention.
ga3.	absolutely.
ga3.	whatsoever.
darija.	moroccan dialect.
ddarija.	moroccan dialect.
3awttani.	again.
3awdtani.	again.
aawttani.	again.
3awtani.	again.
f.	in.
ila.	if.
sidi.	Mr.
lalla.	Mme.
ssi.	Mr.
moulay.	Mr.
molay.	Mr.
ah.	yes.
lla.	no.
la.	no.
3ndi.	I have.
aandi.	I have.
3endi.	I have.
3andi.	I have.
3ndk.	you have.
aandak.	you have.
3ndk.	you have.
3ndo.	he has.
aando.	he has.
3endo.	he has.
3ndha.	she has.
aandha.	she has.
3nd8a.	she has.
3endha.	she has.
3ndna.	we have.
aandna.	we have.
3endna.	we have.
3andna.	we have.
3ndhom.	they have.
aandhom.	they have.
3nd8om.	they have.
3ndhoum.	they have.
3ndkom.	you have.
aandkom.	you have.
3endkom.	you have.
3ndkoum.	you have.
mojoud.	available.
mojod.	available.
kayn.	available.
gha+.	will.
ghayr.	non.
7tta.	even.
htta.	even.
fa9aT.	only.
ghir.	only.
gher.	only.
imkn.	could.
imken.	could.
yemken.	could.
mazal.	still.
Tab3an.	sure.
7sen.	better.
7ssen.	better.
7san.	better.
hsen.	better.
yallah.	let us.
yalla8.	let us.
chi.	some.
syyda.	lady.
syda.	lady.
swa.	whether.
smo7at.	i am sorry.
ssmo7at.	i am sorry.
ssmou7at.	i am sorry.
chokran.	thank you.
lhajj.	Mr..
l7ajj.	Mr..
lhajja.	Mrs..
l7ajja.	Mrs..
m3llm.	Mr..
m3allam.	Mr..
m3llem.	Mr..
chrif.	Mr..
chchrif.	Mr..
chrifa.	Mrs..
chchrifa.	Mrs..
n3amasidi.	Mr..
n3amalalla.	Mrs..
bS77a.	cheers.
bSe77a.	cheers.
bSa77a.	cheers.
bS7a.	cheers.
srbi.	hurry.
serbi.	hurry.
sarbi.	hurry.
mazal.	not yet.
7bes.	stop.
7bs.	stop.
gollia.	tell me.
hahoa.	here it is.
hahowa.	here it is.
8a8oa.	here it is.
hahia.	here she is.
hahya.	here she is.
8a8ya.	here she is.
hahoma.	here they are.
ha homa.	here they are.
8a8oma.	here they are.
ewa mohim.	anyway.
ewa lmohim.	anyway.
yallah.	just.
b7ra.	just.
be7ra.	just.
ba7ra.	just.
yallah.	let us go.
mchina.	let us go.
ya salam.	impressive.
yasalam.	impressive.
3la brra.	outside.
3la berra.	outside.
berra.	outside.
brra.	outside.
ssfli.	ground floor.
ssefli.	ground floor.
machi mochkil.	no worries.
3Tini.	give me.
ach glti.	what did you say.
akid.	sure.
2akid.	sure.
wakha.	ok.
wa5a.	ok.
mamsalich.	busy.
ahlan.	hello.
a8lan.	hello.
2a8lan.	hello.
salam.	Hi.
salamo3alaykom.	Hello.
salamo3laikom.	Hello.
mr7ba.	welcome.
mer7ba.	welcome.
mar7ba.	welcome.
merhba.	welcome.
bikhir.	fine.
bi5ir.	fine.
bslama.	goodbye.
beslama.	goodbye.
3afak.	please.
afak.	please.
eafak.	please.
idan.	so.
blmonasaba.	by the way.
bl monasaba.	by the way.
belmounasaba.	by the way.
blmonaasaba.	by the way.
b Tabi3t l7al.	of course.
bTabi3t l7al.	of course.
b Tabi3at l7al.	of course.
mn Tabi3t l7al.	of course.
fhemt.	I get it.
f8emt.	I get it.
fhmt.	I get it.
f8mt.	I get it.
b7al b7al.	either way.
bhal bhal.	either way.
b7alb7al.	either way.
ti99en.	make sure.
ty99en.	make sure.
3la 9bli.	for me.
3la 9ebli.	for me.
3la 9abli.	for me.
Thella.	take care.
T8ella.	take care.
Thela.	take care.
Thalla.	take care.
bsse7!.	really!.
bSSa7!.	really!.
beSSe7!.	really!.
jat m3ak.	it suits you.
ja m3ak.	it suits you.
jatk hia hadik.	it suits you.
jak hoa hadak.	it suits you.
3ll a9all.	at least.
3la9all.	at least.
3ell a9all.	at least.
3ella9ell.	at least.
7tta fikra.	no idea.
adna fikra.	no idea.
ila akhirih.	etc.
bss7.	really.
bssa7.	really.
bssah.	really.
bsse7.	really.
wah.	really.
wa8.	really.
wayli.	really.
waili.	really.
moul dar.	husband.
mouldar.	husband.
moulat dar.	wife.
moulatdar.	wife.
7ass brasou.	arrogant.
7ass braso.	arrogant.
ch7al hada.	a while ago.
ch7al hadi.	a while ago.
Sba7 lkhir.	good morning.
Sba7lkhir.	good morning.
3la ghfla.	suddenly.
3la ghefla.	suddenly.
3la ghafla.	suddenly.
msa lkhir.	good evening.
msalkhir.	good evening.
tSb7 3la khir.	good night.
tSbe7 3la khir.	good night.
tSba7 3la khir.	good night.
hamdolah.	thank god.
hamdolilah.	thank god.
lhamdolah.	thank god.
mtchrrfin.	nice to meet you.
metcherrfin.	nice to meet you.
mtcharrfin.	nice to meet you.
mtcherrfin.	nice to meet you.
Tri9 ssalama.	have a nice trip.
Tri9 salama.	have a nice trip.
afin akhona.	how are you brother.
afen akhona.	how are you brother.
afen akhouna.	how are you brother.
allah iktter khirk.	thank you.
lah iktter khirek.	thank you.
la chokra 3ala wajib.	you are welcome.
l3afw.	you are welcome.
l3afow.	you are welcome.
sm7 lia.	sorry.
sme7 lia.	sorry.
sma7 lia.	sorry.
maykon bas.	good recovery.
mykon bas.	good recovery.
maykon bass.	good recovery.
allah iyesser.	good luck.
lah iyesser.	good luck.
layesser.	good luck.
mbrouk.	congratulations.
mebrouk.	congratulations.
mabrouk.	congratulations.
mbrok.	congratulations.
bS77a.	your good health.
bSS7a.	your good health.
39balik.	I wish the same for you.
3o9balik.	I wish the same for you.
ajarakom allah.	my condolences.
ajarakoum lah.	my condolences.
ajarakom lah.	my condolences.
allah ir7mo.	god have mercy on him.
lah ire7mo.	god have mercy on him.
allah ire7mo.	god have mercy on him.
rdd lbal.	be careful.
redd lbal.	be careful.
redlbal.	be careful.
hadchi fchkel.	this is weird.
hania.	do not worry.
safi nsa.	never mind.
mrra khra.	next time.
merra khra.	next time.
8Dra khawya.	nonsense.
hdra khawya.	nonsense.
wach bSS7.	really.
wach bSSe7.	really.
nchoufouk.	see you.
hani jay.	I will be back.
8ani jay.	I will be back.
ch7al f ssa3a.	what time is it.
ch7al fsa3a.	what time is it.
3lach lla.	why not.
3lach la.	why not.
wach nta.	are you.
wach t9dr.	can you.
fkkrni.	remind me.
fekkerni.	remind me.
fakkerni.	remind me.
ch7al dayra hadi.	how much is this.
ch7al dayr hada.	how much is this.
tfDDl.	please come in.
tfDDel.	please come in.
tfeDDel.	please come in.
tfaDDal.	please come in.
ach kayn.	what is wrong.
ach kayen.	what is wrong.
kolla nhar.	every day.
kolla n8ar.	every day.
fink.	where are you.
finek.	where are you.
lli fat.	past.
ghayr 3adi.	unusual.
3ndo 9ima.	valuable.
3endo 9ima.	valuable.
3ndo 9yma.	valuable.
3la ghfla.	sudden.
3la ghefla.	sudden.
3la ghafla.	sudden.
dyal DDo.	electric.
makaytSenne3ch.	cool.
Tal3 lih demm.	mad.
w9t kaml.	full-time.
we9t kaml.	full-time.
wa9t kaml.	full-time.
dyal lm3da.	gastric.
dyal lme3da.	gastric.
dyal lma3da.	gastric.
momkin it9arn.	comparable.
momkin it9aren.	comparable.
fayt l9yas.	excessive.
fayet l9yas.	excessive.
3llmada l9aSir.	short-term.
3la lmada l9aSir.	short-term.
sa8l toSl lih.	accessible.
sahl toSl lih.	accessible.
a9all 7edd.	minimal.
a9all 7add.	minimal.
ma3ndo a8ammia.	irrelevant.
ma3ndoch a8ammia.	irrelevant.
3ndo a8ammia.	relevant.
3ando a8ammia.	relevant.
ma3ndo 9ima.	useless.
ma3ndoch 9ima.	useless.
ma3ndouch 9ima.	useless.
3ndo 9ima.	worthy.
3endo 9ima.	worthy.
3ndo zz8er.	lucky.
3endo zzher.	lucky.
3ndo zzhar.	lucky.
9aDi lgharad.	satisfactory.
n8ar 3la n8ar.	day-to-day.
nhar 3la nhar.	day-to-day.
mchkok fih.	doubtful.
mchkouk fih.	doubtful.
maymknch tyye98a.	incredible.
maymknch tyye9ha.	incredible.
dayr ttaman.	costly.
mntachr bzzaf.	large-scale.
mntacher bzzaf.	large-scale.
t7t larD.	underground.
te7t larD.	underground.
ta7t larD.	underground.
3ndo m3na.	meaningful.
3endo ma3na.	meaningful.
3ando ma3na.	meaningful.
3endo me3na.	meaningful.
fih SSda3.	noisy.
fih Sda3.	noisy.
fih DDajij.	noisy.
fih Dajij.	noisy.
fih ddajij.	noisy.
3ndo lmana3a.	immune.
3endo lmana3a.	immune.
ma3ndo m3na.	absurd.
ma3endo me3na.	absurd.
ma3ndo tta m3na.	absurd.
ma3ndo ta ma3na.	absurd.
ghayr msbou9.	unprecedented.
ghayr masbou9.	unprecedented.
ma3ndo taman.	invaluable.
ma3ando taman.	invaluable.
9bl lwe9t.	premature.
9bel lwe9t.	premature.
9bel lwa9t.	premature.
mabghah 7dd.	unwanted.
mabghah 7edd.	unwanted.
mabghah tta 7dd.	unwanted.
mabghah tta 7edd.	unwanted.
khda b3in l i3tibar.	consider.
khda b3in l3tibar.	consider.
khda b 3in l3tibar.	consider.
ba3 o chra.	trade.
makayn bas.	no worries.
ma3ndi mangol.	perfect.
ma3nedi mangol.	perfect.
ma3ndi mangoul.	perfect.
dakchi 3lach.	that's why.
kolla ch8r.	monthly.
kolla ch8er.	monthly.
kolla ch8ar.	monthly.
kolla nhar.	daily.
kola nhar.	daily.
kolla 3am.	yearly.
kola 3am.	yearly.
kolla simana.	weekly.
kola simana.	weekly.
kolla sa3a.	hourly.
kola sa3a.	hourly.
kolla mrra.	each time.
kola mrra.	each time.
mn daba chwia.	soon.
men daba chwia.	soon.
Trofa sghar.	smithereens.
ila l 2abad.	forever.
ila l2abad.	forever.
ila l 2abad.	forever.
aji.	hey.
moul.	possessor of.
mol.	possessor of.
fhad tawakhir.	lately.
l.	the.
el.	the.
al.	the.
wa7d.	a.
wahd.	a.
wa7d.	an.
wahd.	an.
ayy.	any.
akhor.	another.
a5or.	another.
9ala9.	worry.
t9li9a.	worry.
qalaq.	worry.
tbrziT.	annoyance.
tberziT.	annoyance.
